PLAZA MARCELA -SM,,,,,,
INVENTORY VALUATION REPORT,,,,,,
"AS OF NOVEMBER 5, 2021",,,,,,
INCODE,VARIANT,DESC,UNIT,QUANTITY,COST W/O VAT,AMOUNT W/O VAT
103105,,KERATIN HAIR RECONSTRUCTOR 1M TREAT 432x20G,PCS,322,3.69041,"1,188.31"
103106,,AMINO INTNSE KERATIN TREAT W/ARGN OIL 432x20G,PCS,427,218.70536,"93,387.19"
103107,,KERATIN SHP W/ARGAN OIL 432x20ML,PCS,376,3.69041,"1,387.59"
103108,,KERATIN HAIR SPA TREAT W/ARGAN OIL 432x20G,PCS,295,3.69041,"1,088.67"
103109,,KERATIN HOT OIL TREATMENT W/ARGAN OIL 432x20G,PCS,429,3.69041,"1,583.19"
103110,,KERATIN CHOCO THERAPY W/ARGAN OIL 432x20G,PCS,3,719.50893,"2,158.53"
103115,,LSB 8006 KISS LADIES SLING BAG,PCS,4,133.92833,535.71332
103117,,KS G0171 KISS COSMETIC BRUSH,PCS,8,26.78583,214.28664
103127,,DR KAUFMANN MEDICATED SULFUR SOAP 96/80G,PCS,168,26.79967,"4,502.34"
103128,,KS CA76 KISS EYELASH CURLER,PCS,4,31.25,125
103139,,DENTAL B PLUS ADULT SOFT,PCS,204,39.10714,"7,977.86"
103140,,DENTAL B PLUS ADULT MEDIUM,PCS,173,39.10714,"6,765.54"
103141,,DENTAL B PLUS JUNIOR SOFT,PCS,173,36.75388,"6,358.42"
103142,,DENTAL B PLUS ADULT HARD,PCS,155,38.32211,"5,939.93"
103145,,DENTAL B SPECIAL TB WITH BRISTLE 288s,PCS,190,16.07143,"3,053.57"
103146,,DENTAL B BASIC SURE S10 JUNIOR SOFT 144s,PCS,231,42.69667,"9,862.93"
103147,,DENTAL B BASIC SURE S10 ADULT SOFT 144s,PCS,160,50.35714,"8,057.14"
103148,,DENTAL B BASIC SURE S10 ADULT MEDIUM 144s,PCS,241,50.35711,"12,136.06"
103149,,DENTAL B BASIC SURE S10 ADULT HARD 144s,PCS,196,50.35714,"9,870.00"
103150,,DENTAL Bplus BIG VALUE SAVE P20 JUNIOR SOFT,PCS,136,61.96429,"8,427.14"
103151,,DENTAL Bplus BIG VALUE SAVE P20 ADULT SOFT,PCS,75,63.87497,"4,790.62"
103152,,DENTAL Bplus BIG VALUE SAVE P20 ADULT MEDIUM,PCS,140,65.17857,"9,125.00"
103153,,DENTAL Bplus BIG VALUE SAVE P20 ADULT HARD,PCS,161,65.17857,"10,493.75"
103154,,ESKINOL FC CLASSIC WHTNG GRAINS 144/75ML,PCS,57,28.23828,"1,609.58"
103155,,ESKINOL FC CLASSIC WHTNG GRAINS 72/225ML,PCS,74,64,"4,736.00"
103156,,MASTER FC OIL CONTROL CLEAR 72/225ML,PCS,66,71.02722,"4,687.80"
103157,,MASTER FC OIL CONTROL CLEAR 144/70ML,PCS,111,31.40326,"3,485.76"
103158,,MASTER FC OIL CONTROL CLEAR 72/135ML,PCS,69,51.54417,"3,556.55"
103159,,MASTER FC ANTI ACNE 144/70ML,PCS,341,31.40327,"10,708.52"
103160,,MASTER FC ANTI ACNE 72/135ML,PCS,39,51.54415,"2,010.22"
103161,,MASTER FC ANTI ACNE 72/225ML,PCS,67,71.02679,"4,758.79"
103165,,ESKINOL FC PMPLFGHT DRMCLR C 144x75ML,PCS,298,28.24107,"8,415.84"
103166,,ESKINOL FC PMPLFGHT DRMCLR C 72x135ML,PCS,199,44.10429,"8,776.75"
103167,,ESKINOL FACIAL CLEANSER DERM C 72X225ML,PCS,81,63.99851,"5,183.88"
103169,,ESKINOL FC REFRSHNG CUCUMBER 72x225ML,PCS,121,63.99861,"7,743.83"
103170,,ESKINOL FC OIL CONTROL LEMON 72x225ML,PCS,43,63.99847,"2,751.93"
103171,,ESKINOL FC CLASSIC WHTNG GRAINS 72/135ML,PCS,29,44.10429,"1,279.02"
103174,,ESKINOL FC CLASSIC WHITE 72x135ML,PCS,128,44.10429,"5,645.35"
103176,,ESKINOL FC SPTLS WHT CALMNSI 72x225ML,PCS,87,63.99847,"5,567.87"
103177,,ESKINOL FC OIL CONTROL LEMON 144x75ML,PCS,128,28.07385,"3,593.45"
103178,,ESKINOL FC OIL CONTROL LEMON 72x135ML,PCS,38,44.10431,"1,675.96"
103179,,ESKINOL FC SPTLS WHT CALMNSI 144x75ML,PCS,110,28.23828,"3,106.21"
103180,,ESKINOL FC SPTLS WHT CALMNSI 72x135ML,PCS,78,44.10429,"3,440.13"
103191,,NISSIN CUBEE VANILLA FUDGE 60/25G,PCS,401,7.12121,"2,855.61"
103192,,NISSIN CUBEE CHOCO N CREAM 60/25G,PACK,351,7.12128,"2,499.57"
103194,,NISSIN BREAD STIX 60x35G,PACK,900,6.06308,"5,456.77"
103195,,NISSIN BREAD STIX  30/130G,PCS,81,20.72426,"1,678.67"
103196,,NISSIN BUTTER COCONUT 60/90G,PACK,799,11.80268,"9,430.34"
103204,,NISSIN EGGNOG COOKIES REGULAR 10/18G,PACK,141,41.37054,"5,833.25"
103205,,NISSIN BINGO VANILLA 30/10/28G,PACK,256,42.4675,"10,871.68"
103212,,GOLDEN LION SUKANG PUTI 12/1L,PCS,62,25.05952,"1,553.69"
103218,,ABC TONGOG 240s,PCS,924,10.51897,"9,719.53"
103219,,CELL 2X10 CHAMPION,PACK,499,5.69679,"2,842.70"
103220,,CELL 1 1/2X10 CHAMPION,PACK,1,3.85713,3.85713
103221,,SISTERS NETSIDE NIGHT USE 36/8s,PACK,49,17.16468,841.06932
103222,,SISTERS NETSIDE DAY USE 36/8s,PACK,827,15.44816,"12,775.63"
103223,,SISTERS SILKY FLOSS DAY USE WINGS 36/8s,PACK,336,13.44568,"4,517.75"
103224,,SISTERS SILKY FLOSS NIGHT WITH WINGS 36/8s,PACK,534,14.94767,"7,982.06"
103225,,SISTERS SILKY FLOSS DAY USE SINGLE 36/12s,PCS,"4,116.00",1.62707,"6,697.02"
103227,,SISTERS PANTY LINER BREATHABLE 36x20s,PACK,47,16.4494,773.1218
103228,,SISTERS SILKY FLOSS ULTRA THIN WINGS 48/6s,PACK,352,13.40997,"4,720.31"
103229,,SISTERS SILKY FLOSS NIGHT USE WINGS 4s,PACK,404,7.97445,"3,221.68"
103230,,SISTERS SILKY FLOSS DAY USE WINGS 4s,PACK,275,7.29489,"2,006.09"
103234,,PANASONIC BAT EHD R14NPT/2B C BLACK 2s,CARD,4,61.28,245.12
103235,,PANASONIC BAT EHD 6F22NPT/1B 9V BLK,CARD,26,52.81222,"1,373.12"
103244,,TOYO SARDINES TS GREEN 100/155G,CAN,"1,349.00",13.80357,"18,621.02"
103249,,NELITA BEEF LOAF 48/150G,CAN,989,12.12649,"11,993.10"
103250,,NELITA CORNED BEEF 48/150G,CAN,"1,236.00",18.42746,"22,776.34"
103252,,ROSE NELITA SPECIAL EGG MIKI 12/40G,PACK,22,27.70744,609.56368
103254,,ROSE NELITA SPECIAL PANCIT YELLOW 200/50G,PACK,"1,795.00",4.15237,"7,453.50"
103258,,FESTIVAL SUGAR SACHET 12x6G,PACK,153,5.14286,786.85758
103259,,FESTIVAL SUGAR SACHET 24x6G,PACK,38,10.28571,390.85698
103268,,RED BULL SUPREME 50/150ML,BOT,284,23.73714,"6,741.35"
103270,,GATSBY WATER GLOSS SOFT 8G,PCS,"1,184.00",3.18301,"3,768.68"
103272,,GATSBY WATER GLOSS SOFT 24/100G,PCS,52,55.8,"2,901.60"
103273,,GATSBY WATER GLOSS SOFT 48/150G,PCS,47,63.82813,"2,999.92"
103276,,GATSBY WATER GLOSS SUPER HARD 24/100G,PCS,82,55.8,"4,575.60"
103279,,GATSBY WATER GLOSS HARD 24/100G,PCS,85,53.01001,"4,505.85"
103280,,GATSBY WATER GLOSS HARD 48/150G,PCS,100,65.13393,"6,513.39"
103282,,GATSBY TREATMENT HAIR CREAM 864/6G,PCS,577,3.21429,"1,854.65"
103283,,GATSBY TREATMENT HAIR CREAM 96/70G,PCS,48,42.86,"2,057.28"
103285,,GATSBY TREATMENT HAIR CREAM 48/100G,PCS,47,47.86,"2,249.42"
103286,,GATSBY TREATMENT HAIR CREAM AD 6G,PCS,265,2.95802,783.8753
103287,,CHAMPION SPR PRM BIHON HARD 48/250G/200G,PACK,-1,10.34226,-10.34226
103288,,CHAMPION BIHON PREMUIM HARD 12/1KL,PACK,-9,45.97024,-413.73216
103297,,FESTIVAL SPECIAL BIHON YELLOW 12/1KL,PACK,14,45.48066,636.72924
103298,,VIVA SPECIAL BIHON WHITE 25/400G,PACK,6,19.14286,114.85716
103300,,VIVA SPECIAL BIHON WHITE 3/12/1KL,PACK,14,45.48066,636.72924
103301,,BLUE COW CONDENSADA 48/390G,CAN,147,25.45313,"3,741.61"
103304,,M Y SAN GRAHAM CHOCO HP 24/225G,PACK,398,35.26786,"14,036.61"
103305,,SKYFLAKES CRACKERS 15/24/25G,PACK,662,97.89206,"64,804.54"
103306,,FITA BISCUIT No2 12/600G,CAN,66,135.86711,"8,967.23"
103307,,FITA BISCUIT SLUGS 40/80G,PACK,365,12.61996,"4,606.29"
103310,,NATURES SPRING MINERAL WATER 1L,BOT,"2,264.00",11,"24,904.00"
103311,,NATURES SPRING MINERAL WATER 1.5L,BOT,77,16.5,"1,270.50"
103312,,NATURES SPRING MINERAL WATER 4L,GAL,19,35.35714,671.78566
103313,,NATURES SPRING MINERAL WATER 6.6L,GAL,6,42.42857,254.57142
103316,,NATURES SPRING FLVRD GRAPE 500ML,BOT,1,15.17857,15.17857
103317,,NATURES SPRING DISTILLED WATER 500ML,BOT,449,7.39286,"3,319.39"
103319,,NECO BANANA EXTRACT 144/60ML,BOT,-12,8.19076,-98.28912
103321,,NECO BANANA CONCENTRATED 4/1GAL,GAL,-4,75.89286,-303.57144
103323,,NECO LEMON EXTRACT 144/60ML,BOT,2,8.19069,16.38138
103325,,NECO LEMON CONCENTRATED 4/1GAL,GAL,3,98.21429,294.64287
103328,,NECO PINEAPPLE EXTRACT 144/60ml,BOT,3,8.19076,24.57228
103330,,NECO STRAWBERRY EXTRACT 144/60ML,BOT,1,8.19076,8.19076
103331,,NECO STRAWBERRY EXTRACT 72/120ML,BOT,15,10.75149,161.27235
103333,,NECO VANILLA EXTRACT 72/120ML,BOT,3,10.75149,32.25447
103335,,NECO VANILLA CONCENTRATE 4/1G,GAL,11,98.21429,"1,080.36"
103336,,NECO ANISE EXTRACT 144/60ML,BOT,-4,11.00257,-44.01028
103338,,NECO CHOCOLATE BROWN 12/500G,PCS,14,97.65625,"1,367.19"
103339,,NECO EGG YELLOW 12/500G,PCS,1,73.60917,73.60917
103341,,NECO RED No 3 72/125G,PCS,2,70.17847,140.35694
103342,,NECO STRAWBERRY RED 12/500G,PCS,1,86.205,86.205
103343,,NECO UBI VIOLET 72/125G,PCS,4,44.98222,179.92888
103351,,MILO ACTIV GO 300G,PACK,221,73.26775,"16,192.17"
103352,,MILO ACTIV GO 600G,PACK,72,146.38429,"10,539.67"
103353,,MILO ACTIV GO 1KG,PACK,44,233.98222,"10,295.22"
103354,,NESTLE CHUCKIE CHOCOLATE 24/250ML,PCS,391,20.54,"8,031.14"
103356,,DR NO TB ROYALE CELL PACK,PCS,406,2.41071,978.74826
103359,,DR NO TB SUPER CELLOPHANE PACK,PCS,12,2.41083,28.92996
103360,,ELLIE SPAGHETTI PASTA 35x450G,PACK,-1,38.48206,-38.48206
103362,,COFFEE MATE ORIG SUP 24x450G/500G,PACK,65,73.15875,"4,755.32"
103369,,NESTLE KOKO KRUNCH 500G,BOX,10,170.49,"1,704.90"
103373,,HAPPY BEE BABY WET WIPES HB 120x12s,PACK,-1,12.05,-12.05
103374,,DR NO TB JR REGULAR CELLOPHANE PACK,PCS,240,2.41071,578.5704
103377,,FUNDADOR DOUBLE LIGHT 4x2/1L wf FS 500ML,BOX,127,548.625,"69,675.38"
103378,,MILKMAID FULL CREAM SCM 48/300ML,CAN,62,54.38802,"3,372.06"
103379,,LIBERTY CONDENSADA SWTND CRMR 48x300ML,CAN,607,33.80153,"20,517.53"
103380,,CARNATION EVAP CREAMER PH 48/370ML,CAN,652,28.32961,"18,470.91"
103382,,SILVER SWAN HUMBA PACK 200ML+200ML+100G,PACK,110,16.61012,"1,827.11"
103389,,5509 LAZER GUN,PCS,2,111.605,223.21
103390,,TAKO TB JR CELLOPHANE PACK,PCS,182,2.41071,438.74922
103395,,DR NO TB TRAVEL MATE W/CASE,PCS,24,2.41071,57.85704
103401,,5053 POKEMON CAR,PCS,2,35.2675,70.535
103403,,NESTLE FRESH MILK 24/250ML,PCS,252,30.08929,"7,582.50"
103405,,MAGGI SAVOR CLASSIC 24/130ML,BOT,78,31.73917,"2,475.66"
103407,,2018E ROTATING CHICK,PCS,3,89.28,267.84
103410,,5501 LAZER GUN,PCS,13,125,"1,625.00"
103412,,MAGGI MAGIC SINIGANG MIX ORIGINAL 22G,PCS,222,8.48,"1,882.56"
103415,,310 179 LAZER GUN,PCS,-1,24.105,-24.105
103417,,MAGGI MAGIC SINIGANG MIX GABI 22G,PCS,103,8.48,873.44
103418,,1001A SKIPING MONKEY,PCS,7,96.42857,674.99999
103430,,KIWI LIQUID SHOE POLISH NEUTRAL 30ML,PCS,42,50.125,"2,105.25"
103431,,KIWI LIQUID SHOE POLISH BROWN 30ML,PCS,36,50.125,"1,804.50"
103437,,KIWI PASTE SHOE POLISH NEUTRAL 45ML,PCS,9,75.6875,681.1875
103438,,KIWI PASTE SHOE POLISH BROWN 45ML,PCS,14,75.6875,"1,059.63"
103439,,KIWI PASTE SHOE POLISH BLACK 45ML,PCS,30,75.6875,"2,270.63"
103442,,KIWI SHOE CREME SACHET BROWN 5ML,PCS,173,5.35925,927.15025
103443,,KIWI SHOE CREME SACHET BLACK 5ML,PCS,491,5.35925,"2,631.39"
103446,,FISSAN FOOT DEODORANT POWDER 48/100G,PCS,49,76.04188,"3,726.05"
103448,,FISSAN PRICKLY HEAT XCOOL48/50G,PCS,48,48.8724,"2,345.88"
103449,,FISSAN PRICKLY HEAT EXTRA COOL 48/100G,PCS,62,76.04185,"4,714.59"
103451,,FISSAN DIAPER RASH POWDER 48/50G,PCS,20,44.90179,898.0358
103452,,SUNLIGHT PURE STARCH 48/12s,PACK,17,27.85528,473.53976
103453,,SUNLIGHT PURE STARCH 80/12s,PACK,160,16.50112,"2,640.18"
103454,,SUNLIGHT PURE STARCH 100/12s,PACK,300,11.08036,"3,324.11"
103456,,APACHE DE LUXE BLACK 20/50,PCS,-,3.16964,-
103457,,LONG LIFE PANCIT CANTON 60/150G,PACK,8,23.85714,190.85712
103458,,LONG LIFE PANCIT CANTON 48/250G,PACK,11,30.24554,332.70094
103460,,LONG LIFE PANSIT CANTON 24/500G SQUARE,PACK,38,57.94643,"2,201.96"
103461,,DOUBLE HAPPINESS CANTON 48/250G,PACK,-27,30.24554,-816.62958
103462,,DOUBLE HAPPINESS CANTON 12/1KG,PACK,169,109.53125,"18,510.78"
103468,,SUPER Q GOLDEN BEHON 60/227G,PACK,355,13.16964,"4,675.22"
103469,,SUPER Q GOLDEN BEHON 30/454G,PACK,12,23.79464,285.53568
103470,,SUPER Q GOLDEN BIHON 15/1KL,PACK,336,50.13393,"16,845.00"
103472,,FIRST CHOICE EGG NOODLE 48/500G,PACK,3,26.85714,80.57142
103476,,FAMILY COTTON 100/10G,PACK,1,6.40167,6.40167
103477,,FAMILY COTTON 100/50G,PACK,15,11.55357,173.30355
103478,,FAMILY BATHROOM TISSUE 1 PLY 72s,ROLL,2,11.80972,23.61944
103479,,FAMILY BATHROOM TISSUE 2 PLY 72s,ROLL,6,14.76792,88.60752
103481,,CHELLY MENTHOL 30/100s,PACK,60,52.63393,"3,158.04"
103482,,CHELLY MENTHOL 60/50s,PACK,119,26.74107,"3,182.19"
103494,,EIGHT OCLOCK LEMON TEA 24/400G,PACK,6,77.60565,465.6339
103496,,EIGHT OCLOCK LEMON TEA 12/800G,PACK,22,137.87426,"3,033.23"
103497,,PANDA COIN 20s,PACK,-1,14.1785,-14.1785
103501,,PENTAGON CIGARETTES 500s,PACK,528,58.08036,"30,666.43"
103507,,PUREFOODS STAR BEEF LOAF 48x150G,CAN,44,14.06548,618.88112
103512,,PUREFOODS CORNED BEEF 48/150G,CAN,575,53.57143,"30,803.57"
103513,,PUREFOODS CORNED BEEF 48/210G,CAN,348,73.8125,"25,686.75"
103514,,PUREFOODS CORNED BEEF 24/380G,CAN,247,128.89881,"31,838.01"
103515,,PUREFOODS CHUNKEE CORNED BEEF 48/190G,CAN,73,41.15532,"3,004.34"
103525,,PUREFOODS CHINESE LUNCHEON MEAT 48/165G,CAN,25,24.81417,620.35425
103527,,PUREFOODS CHINESE LUNCHEON MEAT 24/350G,CAN,112,62.14025,"6,959.71"
103533,,PHILIPPINE DRIED MANGO SLICED 100/100G,PACK,77,44.28571,"3,410.00"
103534,,PHILIPPINE DRIED MANGO SLICED 50/200G,PACK,41,88.57143,"3,631.43"
103535,,PHILIPPINE DRIED MANGO CHIPS 100/100G,PACK,5,28.16964,140.8482
103537,,CEBU DRIED MANGO SLICED 50/200G,PACK,-4,165.1784,-660.7136
103539,,SILVER SWAN CANE VINEGAR 200ML,PACK,"1,038.00",5.32366,"5,525.96"
103540,,SILVER SWAN CANE VINEGAR 24/385ML,BOT,116,13.56771,"1,573.85"
103541,,SILVER SWAN CANE VINEGAR 24x350ML/340ML,BOT,1,8.52679,8.52679
103542,,SILVER SWAN CANE VINEGAR 12/1L,BOT,62,29.74479,"1,844.18"
103543,,SILVER SWAN CANE VINEGAR 1/2GAL PLST,½GAL,62,61.0625,"3,785.88"
103545,,SILVER SWAN SUKANG PUTI 200ML,PCS,"3,978.00",5.42649,"21,586.58"
103546,,SILVER SWAN SUKANG PUTI 24x350ML/340ML,BOT,1,8.52679,8.52679
103547,,SILVER SWAN SUKANG PUTI 24/385ML,BOT,601,13.95536,"8,387.17"
103548,,SILVER SWAN SUKANG PUTI 12/1L,BOT,236,31.12128,"7,344.62"
103549,,SILVER SWAN SUKANG PUTI 8/1/2GAL,½GAL,314,61.0625,"19,173.63"
103550,,SILVER SWAN SUKANG PUTI 4/1GAL PLASTIC,GAL,125,107.53572,"13,441.97"
103551,,LAURIAT SOY SAUCE 200ML PCH,PACK,13,8.0808,105.0504
103552,,LAURIAT SOY SAUCE 24x350ML/340ML,BOT,11,16.58259,182.40849
103553,,LAURIAT SOY SAUCE 24/385ML,BOT,-1,12.20536,-12.20536
103555,,LAURIAT SOY SAUCE 12/1L,BOT,1,41.625,41.625
103558,,SILVER SWAN SOY SAUCE 200ML,PCS,"7,827.00",7.33929,"57,444.62"
103560,,SILVER SWAN SOY SAUCE 24/385ML,BOT,776,16.00781,"12,422.06"
103562,,SILVER SWAN SOY SAUCE 24/500ML,BOT,582,20.48661,"11,923.21"
103564,,SILVER SWAN SOY SAUCE 12/1L,BOT,381,39.4256,"15,021.15"
103565,,SILVER SWAN SOY SAUCE PLASTIC 4/1GAL,GAL,184,126.02009,"23,187.70"
103566,,SILVER SWAN SOY SAUCE PLASTIC 8/1/2G,½GAL,312,72.27679,"22,550.36"
103567,,SILVER SWAN SOY SAUCE 19L CONT,CONT,12,543.5625,"6,522.75"
103568,,SILVER SWAN SOY SAUCE 5GAL IN BOX,BOX,11,452.66071,"4,979.27"
103576,,PHILIPS COFFEE CARAMEL 100s,PACK,30,44.10714,"1,323.21"
103577,,TEXAS BUBBLE GUM 100s,PACK,30,44.10714,"1,323.21"
103578,,TARZAN BUBBLE GUM 60/100s,PACK,60,88.83929,"5,330.36"
103586,,LILYS WRITING PAD GRADE 2 100/80L,PAD,1,5.89286,5.89286
103595,,JOY DWL KALAMANSI PATK PK 20/250ML,BOT,56,54.53811,"3,054.13"
103596,,JOY DWL COMP CLEAN LEMON BOT 20/250ML,PCS,132,54.5381,"7,199.03"
103601,,JOY DWL ANTIBAC PLUS 144x36ML,PCS,"1,308.00",8.53364,"11,162.00"
103602,,JOY DWL ANTIBAC BOT 20/250ML,PCS,98,62.03027,"6,078.97"
103611,,AT0620 JUMPING ROPE,PCS,1,39.29,39.29
103612,,AT0622 JUMPING ROPE,PCS,-1,30.355,-30.355
103614,,6027 EXA2 VELVET WALLET BAY MAX 12s,PCS,2,36.785,73.57
103618,,5002 HAIR CLIP RIBBON 10pr,PAIR,2,4.9125,9.825
103621,,DCD F25 DOG CHAIN,PCS,9,67.85714,610.71426
103635,,ENERGO COFFEE ORIGINAL 420x20G,PCS,1,7.64,7.64
103641,,S347 No2G HCO 70431B KITCHEN SHEET WALL DECOR,PCS,17,5.31278,90.31726
103643,,S190 No92 ANIMAL COOKIE CUTTER 2s,SET,5,34.15167,170.75835
103645,,PERLA BLUE 48/380G,BAR,190,33.42039,"6,349.87"
103647,,PERLA WHITE 48/380G,BAR,172,33.42039,"5,748.31"
103652,,S190 No90 STAR COOKIE CUTTER 2s,SET,14,6.25,87.5
103654,,VICKS VAPORUB 12x12x50G,PCS,141,127.54143,"17,983.34"
103655,,VICKS INHALER 8x36s,PCS,458,61.12221,"27,993.97"
103658,,PAMPERS BABY BASIC MEDIUM ECO 6x22s,PACK,21,157.44521,"3,306.35"
103659,,PAMPERS BABY BASIC LARGE ECO 6/20s,PACK,1,157.44447,157.44447
103660,,PAMPERS BABY BASIC XL ECONOMY 6/18s,PACK,24,157.44521,"3,778.69"
103661,,PAMPERS BABY BASICS LARGE LOW COUNTS 4s,PACK,18,31.5785,568.413
103663,,PAMPERS BABY BASIC SMALL LOW COUNT 4s,PACK,58,26.35283,"1,528.46"
103665,,PAMPERS COMFORT XL LOW COUNT 4s,PACK,32,37.7408,"1,207.71"
103666,,PAMPERS BABY BASIC XL REGULAR 10s,PACK,7,99.9375,699.5625
103679,,SECRET SHEER DRY SPRING BREEZE 12/45G,PCS,12,169.23301,"2,030.80"
103686,,SECRET PLATINUM CREAM SPRING BREZE 24/14G,PCS,48,65.77165,"3,157.04"
103687,,SECRET PLATINUM CREAM SHOWER FRESH 12/45G,PCS,7,169.23301,"1,184.63"
103691,,JUJU HELLO KITTY GUMMI BRUNCH 24x100G,PACK,16,32.45536,519.28576
103700,,DC Y14 DOG CHAIN,PCS,4,43.71429,174.85716
103703,,5582 MINI FAN,PCS,2,138.39292,276.78584
103710,,JA104 MELAMINE BOWL 7inches,PCS,21,20.98217,440.62557
103714,,HEAD SHOULDER SH COOL MNTHL 180ML/170ML,PCS,85,106.27488,"9,033.36"
103719,,SAFEGUARD SOAP BEIGE 432/25G,PCS,1,5.95936,5.95936
103721,,SAFEGUARD SOAP PURE WHITE 432/25G,PCS,"2,975.00",5.95936,"17,729.10"
103722,,454 CT MR STAR TOOTHBRUSH 12s,PCS,21,9.30358,195.37518
103723,,SAFEGUARD SOAP PINK ALOE 130G,PCS,"2,657.00",31.72473,"84,292.61"
103724,,SAFEGUARD SOAP BEIGE 72/130G,PCS,275,31.72474,"8,724.30"
103725,,SAFEGUARD SOAP PURE WHITE 130G,PCS,848,31.72475,"26,902.59"
103726,,INTERGLOBAL HANGER 12s,PCS,12,1.72321,20.67852
103727,,SAFEGUARD SOAP GREEN/FRESH 85G,PCS,803,25.06436,"20,126.68"
103728,,SAFEGUARD SOAP GREEN/FRESH 72/130G,PCS,322,31.72476,"10,215.37"
103732,,1163A CHOPPING BOARD SET,SET,7,50,350
103733,,SAFEGUARD SOAP MENTHOL 96/85G,PCS,3,17.41071,52.23213
103736,,503C 2 MR STAR TOOTHBRUSH 12x2s,SET,97,13.39288,"1,299.11"
103738,,1162A CHOPPING BOARD SET,SET,7,49.10714,343.74998
103745,,MAURIPAN INSTANT DRY YEAST 20/500G,PACK,65,106.27411,"6,907.82"
103747,,MAMA SITAS STIR FRY CHOPSEUY MIX 72/40G,PCS,49,26.51327,"1,299.15"
103751,,MAMA SITAS SWEET AND SOUR SAUCE MIX 72/57G,PCS,133,22.58358,"3,003.62"
103755,,MARCA PINA CANE VINEGAR 12/1LT,BOT,10,27.79018,277.9018
103756,,MARCA PINA CANE VINEGAR 6/1/2GAL,½GAL,2,54.10714,108.21428
103757,,MARCA PINA CANE VINEGAR 4/1GAL PLASTIC,GAL,1,95.51786,95.51786
103758,,MARCA PINA CANE VINEGAR 24/500ML,BOT,32,16.37946,524.14272
103759,,MARCA PINA SUKANG PUTI 24/350ML,BOT,-3,6.69643,-20.08929
103760,,MARCA PINA SUKANG PUTI 24/500ML,BOT,21,16.01153,336.24213
103761,,MARCA PINA SUKANG PUTI 12/1LT,BOT,3,27.2381,81.7143
103762,,MARCA PINA SUKANG PUTI 4/1GAL  PLASTIC,GAL,11,93.12583,"1,024.38"
103763,,MARCA PINA SOY SAUCE 24/350ML,BOT,10,13.4349,134.349
103764,,MARCA PINA SOY SAUCE 12/1LT,BOT,8,34.5997,276.7976
103766,,MARCA PINA SOY SAUCE 4/1GAL PLASTIC,GAL,1,109.3192,109.3192
103768,,PP QUEENSLAND BUTTER BALL 50s,PACK,6,26.00863,156.05178
103772,,CHAMPION BAR TODO PACK BLUE 96x145G,PCS,201,6.99395,"1,405.78"
103773,,CHAMPION BAR TODO PK REG SUPRA CLN  96x145G,PCS,91,6.99395,636.44945
103774,,CHAMPION BAR BLUE SUPPRA POWER 36x390G,BAR,455,14.29886,"6,505.98"
103775,,CHAMPION BAR REG SUPRA CLEAN 36x400G/390G,BAR,21,15.46602,324.78642
103781,,DOMEX THICK LEMON FRESH 12/1L,BOT,19,124.95536,"2,374.15"
103791,,DRAGON FIRE DRAGON FRUIT WINE 12x750ML,BOT,12,342.7475,"4,112.97"
103798,,ROYAL FILIPINO SAUCE PARTY PACK,PACK,325,87.16183,"28,327.59"
103814,,3382 COMB SET,PCS,1,16.81333,16.81333
103815,,SURF BAR TAWAS 36x380G,BAR,"1,166.00",16.1126,"18,787.29"
103817,,SURF BAR BLUE 36x380G,BAR,520,14.14286,"7,354.29"
103819,,SURF BAR KALAMANSI 36x380G,BAR,504,16.1126,"8,120.75"
103821,,BODY FANTASIES BS JAP CHERRY BLSM 94ML,PCS,2,4.63393,9.26786
103822,,BODY FANTASIES BS SWEET SUNRISE 94ML,PCS,7,4.63393,32.43751
103823,,BODY FANTASIES BS FRESH WHT MUSK 94ML,PCS,16,6.47321,103.57136
103825,,SURF BAR FABCON BLOSSOM FRESH 36x380G,BAR,270,18.58036,"5,016.70"
103827,,BODY FANTASIES BS PINK SWEET PEA 94ML,PCS,12,4.46429,53.57148
103829,,MARCA MANOK CORNGRITS No12 40KG,SACK,2,67.41071,134.82142
103833,,BREEZE POWDER ACTIVE BLEACH 24x700G,PACK,3,90.17857,270.53571
103834,,BREEZE POWDER ACTIVE BLEACH 12x1450G,PACK,10,185.71429,"1,857.14"
103838,,BLOCK N WHITE HBL ALOE FRESH WHT GEL 36x120ML,PCS,35,95.85389,"3,354.89"
103839,,BLOCK N WHITE HBL ALOE FRESH WHT GEL 24x230ML,PCS,38,154.30375,"5,863.54"
103840,,VASELINE HW FRESH n FAIR UV LOTION 24x100ML,PCS,151,83.93375,"12,674.00"
103841,,VASELINE HW FRESH n FAIR UV LOTION 12x350ML,PCS,66,230.42792,"15,208.24"
103842,,VASELINE HW FRESH n FAIR UV LOTION 24x200ML,PCS,132,146.12396,"19,288.36"
103843,,DOVE AERO NOURISHING SECRETS CALM 12x150ML,PCS,29,133.58667,"3,874.01"
103844,,DOVE AERO NOURISHING SECRETS GLOW 12x150ML,PCS,20,133.58667,"2,671.73"
103845,,DOVE ROLL ON NOURISHING SECRETS GLOW 24x40ML,PCS,43,75.79539,"3,259.20"
103846,,DOVE ROLL ON NOURISHING SECRETS CALM 24x40ML,PCS,32,75.79542,"2,425.45"
103847,,DOVE BAR SOAP GLOWING LOTUS 48x100G,PCS,297,39.50083,"11,731.75"
